freq_bin,power_dB,noise_type,noise_cluster_id,PU_Presence,PU_Signal_Strength,PU_bandwidth,PU_burst_duration,PU_drift_type,spectral_entropy,SNR_SU1,SNR_SU2,SNR_SU3
0.0,0.6969547704953138,0.0,0.8124999999999999,0,0.6198155968921618,0.8181818181818181,0.5,1.0,0.8674698795180729,0.2221662294477621,0.5503508603001894,0.49304913784892
1.0,0.5340890436809702,1.0,0.12499999999999999,1,0.5606782517292934,0.09090909090909094,0.5,1.0,0.49421343472207946,0.3318308383542961,0.7696729790377363,0.8182734101033711
1.0,0.3064013567027766,0.0,0.6458333333333333,0,0.27248875799835925,0.7272727272727273,0.5,0.0,0.751004016064257,0.769616073534261,0.20457660968050756,0.6552524030088718
0.0,0.8131591451182306,0.0,0.9791666666666666,0,0.7231584347167691,0.7272727272727273,0.5,1.0,0.7309236947791162,0.21183852957738125,0.5111831066755648,0.1326393193224915
0.1875,0.6834579006911254,0.5,0.375,0,0.607812564890654,0.36363636363636365,0.0,1.0,0.7791164658634542,0.23086704243291306,0.4676757458324327,0.12863052104864908
0.1875,0.15876514377992645,0.0,0.10416666666666667,1,0.2087357138371293,0.9090909090909092,0.5,1.0,0.5601958129360689,0.7411686737862724,0.7743162329800244,0.3288691204562032
1.0,0.9107710087396318,1.0,0.3958333333333333,0,0.8099665865158561,0.0,0.5,1.0,0.8152610441767068,0.38187369521909614,0.7414723504319314,0.31122951054588205
0.1875,0.8219445428513273,0.5,0.5416666666666666,0,0.73097146186056,0.5454545454545455,0.0,0.0,0.4016064257028109,0.6595874071953793,0.009420280052219204,0.35207306431145413
0.0,0.9498357151667457,0.0,0.8749999999999999,0,0.8447075989266486,0.8181818181818181,0.5,0.0,0.5662650602409638,0.05540457098130128,0.5514293085581337,0.5858905482755401
0.1875,0.7246486623334869,0.0,0.7499999999999999,1,0.7344643541091479,0.8181818181818181,0.5,1.0,0.2222554470449296,0.5423338939974327,0.16564293834333582,0.1790763237557333
1.0,0.6117897215771841,0.5,0.9791666666666666,0,0.5440766424230989,0.2727272727272727,0.0,1.0,0.3333333333333335,0.028435426088905175,0.44893299957801064,0.029862310218506077
0.0,0.41565368083541143,0.0,0.12499999999999999,0,0.3696490004714832,0.7272727272727273,0.0,1.0,0.7951807228915668,0.05310031398635398,0.2350114112140848,0.33781081956622383
0.1875,0.9326799759265296,0.5,0.08333333333333333,0,0.8294506623111723,0.4545454545454546,0.0,1.0,0.8112449799196786,0.7697713972019351,0.25068859565590107,0.6009471132569953
0.53125,0.8656861509881997,1.0,0.20833333333333331,0,0.7698717350262213,0.18181818181818188,0.0,1.0,0.9116465863453809,0.11815413760482602,0.28850760548480353,0.16671991571590455
0.0,0.040787089121528064,0.5,0.2916666666666667,1,0.15132648409323068,0.4545454545454546,1.0,1.0,0.6409054722275314,0.6161137239756649,0.6663867943777322,0.7194294023453932
0.0,0.02184229215495148,0.0,0.04166666666666667,0,0.01942478037691453,0.8181818181818181,0.0,1.0,0.9718875502008033,0.34905107588617507,0.27302313829245384,0.2239522659490964
0.53125,0.37366767751926555,0.5,0.08333333333333333,1,0.3971104574562536,0.4545454545454546,0.5,1.0,0.6233524527912446,0.38727908419167917,0.6885480878040373,0.8575578019407514
0.53125,0.809901446723928,0.5,0.4583333333333333,1,0.7850622051598793,0.36363636363636365,0.0,1.0,0.63941552299231,0.8565390703985121,0.419804346961587,0.8658372421496202
0.0,0.9874970119731239,1.0,0.7499999999999999,1,0.9948610181496162,0.09090909090909094,0.5,1.0,0.3878480695617146,0.1847266673549745,0.2157855093384478,0.42502967745238607
0.53125,0.14650484413847198,0.0,0.16666666666666666,0,0.1302896418267514,0.8181818181818181,1.0,1.0,0.7831325301204815,0.5636776734098798,0.6412968733280131,0.19823423565405068
1.0,0.5924100022754346,0.0,0.2916666666666667,1,0.6202865049042822,0.8181818181818181,1.0,0.0,0.41038624447890637,0.951357944422834,0.3619123484964318,0.4897259917945582
1.0,0.3781170329608994,1.0,0.04166666666666667,0,0.3362669206112119,0.09090909090909094,0.0,1.0,0.9036144578313254,0.47566639018901885,0.35386380575080906,0.2073181256612623
1.0,0.9700495374814263,0.5,0.5833333333333333,1,0.9207546927561479,0.5454545454545455,0.5,1.0,0.7608455379390731,0.8783614410268463,0.6406001987554779,0.663603839216445
0.0,0.8416229295379405,1.0,0.10416666666666667,1,0.8354853264751312,0.09090909090909094,0.5,0.0,0.14551774785322324,0.16831303842967021,0.3913145136643497,0.8379560255016058
0.53125,0.8378139926655228,0.0,0.3333333333333333,1,0.803328233706391,1.0,1.0,0.0,0.3788816002836315,0.4386185143924563,0.12585743899181107,0.6644650113761308
0.53125,0.46635295831979495,0.5,0.5208333333333333,1,0.4729145015826033,0.4545454545454546,1.0,1.0,0.5477234360010632,0.30378661730057244,0.3856369658736612,0.7947580251624166
0.1875,0.4122132393498117,0.5,0.4166666666666667,1,0.44500610826477605,0.36363636363636365,0.0,1.0,0.6049987112924149,0.7323978914415621,0.8806678479602388,0.45564621470544586
0.1875,0.2701024267107679,0.5,0.14583333333333331,1,0.25698687087308625,0.2727272727272727,0.0,0.0,0.4997551984089972,0.857273648188724,0.548052947641952,0.15899975789733573
0.53125,0.0519990149910059,0.5,0.4166666666666667,1,0.06841014759574193,0.5454545454545455,0.5,1.0,0.7070221726314645,0.24936959661206043,0.5798154683593317,0.6681775956380163
0.53125,0.8643380125189376,0.5,0.20833333333333331,1,0.8240890105482797,0.6363636363636365,1.0,1.0,0.7314103434792671,0.634509603038593,0.5934170242906374,0.39088936208116865
0.53125,0.8122607193630024,0.5,0.7708333333333333,0,0.7223594470072161,0.2727272727272727,0.0,1.0,0.6947791164658628,0.16814051043213163,0.1624223868918906,0.5786267752168541
0.0,0.9999999999999999,1.0,0.14583333333333331,0,0.8893196849082036,0.0,1.0,1.0,0.9196787148594372,0.48005081321464377,0.34204440662499797,0.2332757759038383
0.53125,0.9969039487089844,1.0,0.8541666666666666,1,0.9290975126784209,0.0,1.0,0.0,0.42261429785550053,0.4545586054429494,0.6728775254796786,0.1315306121315269
0.1875,0.5535198728292317,1.0,0.4791666666666667,1,0.5727401431714423,0.0,0.5,0.0,0.21021505226218906,0.9401956564691027,0.1931026991081516,0.97205123431829
0.0,0.7681302528678386,0.0,0.7083333333333333,1,0.7286419145968764,0.9090909090909092,0.5,1.0,0.5877286480296458,0.5816435640564181,0.2895796597948985,0.20049498498515517
0.53125,0.9447766698392688,1.0,0.2708333333333333,0,0.8402084903300805,0.0,1.0,0.0,0.6425702811244975,0.2967400490418061,0.2257465284045807,0.852018632540294
0.1875,0.8491885773186844,0.5,0.2708333333333333,1,0.7863068989562283,0.36363636363636365,0.0,0.0,0.3430580988917078,0.14113750338399045,0.39600632666559016,0.887420648938754
0.0,0.24391476117651378,0.5,0.18749999999999997,0,0.21691819855395678,0.2727272727272727,0.0,0.0,0.5903614457831323,0.12834761731473454,0.8023026619691971,0.68426577979838
0.53125,0.4481143027028216,0.0,0.22916666666666666,0,0.3985168704825326,0.7272727272727273,0.0,1.0,0.5421686746987953,0.1912593150378829,0.05474371279079307,0.5684136029393946
0.53125,0.12514238559430613,1.0,0.7708333333333333,0,0.11129158692538921,0.18181818181818188,0.5,1.0,0.8955823293172691,0.21304500347803268,0.4242364594305745,0.49805852221645364
0.53125,0.9541078237692521,0.5,0.8958333333333333,0,0.8485068692029232,0.5454545454545455,1.0,0.0,0.6586345381526102,0.7223593010562719,0.1463491866980403,0.7465760235419685
